student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,last_updated
S1197,20,Female,4.1,2.7,0,No,89.5,6.5,Fair,0,Master,Average,9,Yes,87.1,2025-06-10T22:25:08Z
S1198,21,Male,1.3,0.4,2.3,Yes,69.2,5.5,Good,1,High School,Good,8,Yes,42.2,2025-06-10T22:25:08Z
S1199,19,Female,3.8,3,0.7,No,85.5,5.1,Fair,2,Bachelor,Good,4,No,61.6,2025-06-10T22:25:08Z
S1200,23,Female,3.5,1.3,0.5,No,89.8,7.8,Fair,2,Bachelor,Good,7,No,81.9,2025-06-10T22:25:08Z
S1201,24,Male,4.4,0.9,0,No,92.3,5.8,Fair,3,High School,Good,8,No,96.5,2025-06-10T22:25:08Z
S1202,23,Male,3.7,0.7,0,No,78.1,6.6,Fair,1,,Average,9,No,85.1,2025-06-10T22:25:08Z
S1203,17,Male,2,3.8,0.3,No,78.4,7.6,Fair,6,Master,Poor,5,No,58.5,2025-06-10T22:25:08Z
S1204,20,Male,5.3,1.7,1,No,79.3,5.9,Fair,0,Bachelor,Good,3,Yes,78.4,2025-06-10T22:25:08Z
S1205,21,Other,3.3,4.3,3.9,No,90.4,6.4,Fair,0,High School,Good,4,No,56.4,2025-06-10T22:25:08Z
S1206,24,Male,3.5,1.9,1.2,No,95.3,6.5,Poor,6,Bachelor,Average,10,Yes,92.6,2025-06-10T22:25:08Z
S1207,20,Female,2.1,0.5,2,No,80.9,7.3,Poor,3,Bachelor,Good,6,Yes,62.3,2025-06-10T22:25:08Z
S1208,22,Male,2.8,1.2,2.2,Yes,94.1,7.2,Fair,3,High School,Average,10,No,75.8,2025-06-10T22:25:08Z
S1209,21,Female,2.2,4,1.9,No,86.2,6.2,Poor,0,High School,Average,5,Yes,47.1,2025-06-10T22:25:08Z
S1210,23,Female,3.2,2.3,1.7,Yes,83.8,6.6,Poor,0,Master,Good,9,No,66.3,2025-06-10T22:25:08Z
S1211,23,Female,6.1,1.8,0.5,No,82.9,6.1,Good,6,Bachelor,Good,3,Yes,98.3,2025-06-10T22:25:08Z
S1212,21,Male,1.4,2.7,3.4,No,92.5,4.7,Poor,1,Bachelor,Average,2,Yes,29.7,2025-06-10T22:25:08Z
S1213,23,Male,1.1,3.1,3.8,No,88.3,6.8,Good,6,Bachelor,Poor,6,No,45.5,2025-06-10T22:25:08Z
S1214,19,Male,5.7,3.8,0,No,100,8.8,Fair,3,,Average,7,No,100,2025-06-10T22:25:08Z
S1215,21,Female,3.2,4.2,0.7,No,76.5,5.4,Good,6,High School,Good,5,Yes,67.5,2025-06-10T22:25:08Z
S1216,20,Female,2.5,2.1,1.5,No,90.2,5.6,Fair,6,High School,Average,1,Yes,60.3,2025-06-10T22:25:08Z
S1217,21,Other,5.1,0.9,0.7,No,79.7,5.5,Fair,6,High School,Good,3,No,87,2025-06-10T22:25:08Z
S1218,24,Male,2.6,2,2.4,No,76.3,7.4,Fair,1,Bachelor,Good,3,No,48.5,2025-06-10T22:25:08Z
S1219,23,Female,6.2,2.8,1,No,84.9,7,Fair,5,Master,Good,4,No,100,2025-06-10T22:25:08Z
S1220,19,Female,4.5,1.3,4.2,No,86.4,6.3,Fair,0,High School,Average,10,No,82.1,2025-06-10T22:25:08Z
S1221,19,Male,2.8,1.4,3.1,No,100,5.4,Poor,4,High School,Good,6,Yes,63.7,2025-06-10T22:25:08Z
S1222,22,Male,6.7,2.9,2,No,83.2,6.6,Good,6,Bachelor,Average,5,No,100,2025-06-10T22:25:08Z
S1223,20,Female,2.6,2.4,2.9,No,73.7,4.6,Fair,4,Master,Average,1,No,41.9,2025-06-10T22:25:08Z
S1224,18,Female,4.6,2.5,3,No,87.7,6.7,Fair,5,Bachelor,Poor,6,No,72.7,2025-06-10T22:25:08Z
S1225,18,Female,3.9,1.6,1.2,No,64.3,7.5,Good,0,Master,Average,9,Yes,74.3,2025-06-10T22:25:08Z
S1226,21,Male,5.5,2.2,0.9,Yes,84.1,5,Fair,3,Bachelor,Good,1,No,88.7,2025-06-10T22:25:08Z
S1227,22,Female,5.8,1.4,1.9,No,85.2,4.7,Good,4,Bachelor,Average,8,Yes,96.6,2025-06-10T22:25:08Z
S1228,17,Male,3.5,3.6,2.7,No,92.9,8.4,Fair,3,High School,Average,8,Yes,72.6,2025-06-10T22:25:08Z
S1229,21,Male,2.4,3.7,2,No,94.7,5.8,Good,4,High School,Good,3,Yes,52.4,2025-06-10T22:25:08Z
S1230,22,Male,4.2,0.3,0.1,No,80,7.9,Poor,3,High School,Poor,9,Yes,100,2025-06-10T22:25:08Z
S1231,20,Female,2.5,1.4,0.9,No,83.5,6.3,Good,6,Bachelor,Good,8,No,73.1,2025-06-10T22:25:08Z
S1232,20,Female,6.5,0.7,1.7,No,77.3,6.3,Good,4,Master,Average,3,No,100,2025-06-10T22:25:08Z
S1233,20,Female,3.7,1.7,1.7,No,73.7,7,Fair,3,Master,Poor,10,Yes,80.8,2025-06-10T22:25:08Z
S1234,20,Male,3,2.4,4,No,88.1,5.4,Poor,5,High School,Good,5,No,62.9,2025-06-10T22:25:08Z
S1235,20,Female,3.8,0.8,0.3,No,72.3,6.7,Fair,1,High School,Poor,3,No,71.5,2025-06-10T22:25:08Z
S1236,22,Male,1.5,1.4,2.4,No,80.9,6,Good,3,High School,Good,5,No,46.2,2025-06-10T22:25:08Z
S1237,22,Female,2,1.3,3.4,Yes,75,4.9,Fair,1,High School,Average,9,No,53.8,2025-06-10T22:25:08Z
S1238,19,Male,5.3,2.7,4.3,No,90.5,6.9,Fair,1,Bachelor,Poor,4,Yes,74.2,2025-06-10T22:25:08Z
S1239,24,Male,2.5,2.6,1.4,No,100,6.2,Poor,0,Master,Poor,6,No,52.5,2025-06-10T22:25:08Z
S1240,18,Male,1.9,1.6,2.3,No,72,6.3,Fair,6,Master,Poor,3,No,51.2,2025-06-10T22:25:08Z
S1241,23,Male,4.3,2.7,2.4,Yes,66.5,5,Fair,5,Bachelor,Poor,3,No,60.6,2025-06-10T22:25:08Z
S1242,20,Female,5.3,1.8,2,No,83.8,8.4,Good,1,Bachelor,Good,5,No,91.5,2025-06-10T22:25:08Z
S1243,17,Female,4.6,2.2,1.7,No,85.2,7.6,Fair,2,Bachelor,Average,8,No,87.3,2025-06-10T22:25:08Z
S1244,23,Male,5,4.5,2.3,No,87.2,7.7,Good,6,High School,Average,8,No,98,2025-06-10T22:25:08Z
S1245,22,Female,2.4,4.1,0,No,80.5,6.1,Fair,1,Bachelor,Average,3,Yes,47.9,2025-06-10T22:25:08Z
S1246,17,Male,1.4,0.9,2.6,Yes,83,4.4,Poor,3,Bachelor,Good,8,No,51,2025-06-10T22:25:08Z
S1247,17,Female,5.8,3.5,1.9,No,88.7,8.8,Fair,1,Bachelor,Good,8,Yes,90,2025-06-10T22:25:08Z
S1248,17,Female,3,3.5,1.6,No,95.4,6.4,Fair,3,High School,Good,3,No,54.1,2025-06-10T22:25:08Z
S1249,19,Female,3.1,1.1,4.1,No,65.4,5.6,Good,3,High School,Good,10,Yes,58.4,2025-06-10T22:25:08Z
S1250,22,Male,5.5,3.5,1.1,Yes,81.3,7,Good,2,High School,Average,10,No,100,2025-06-10T22:25:08Z
S1251,17,Female,4.3,4.3,1.4,No,87.1,7.9,Fair,1,Master,Average,2,No,65.2,2025-06-10T22:25:08Z
S1252,20,Female,4.2,1.2,4,No,75.8,6.5,Fair,1,High School,Good,10,No,85.3,2025-06-10T22:25:08Z
S1253,21,Male,6.7,1.4,0.9,No,100,8,Fair,4,Bachelor,Good,2,No,93.8,2025-06-10T22:25:08Z
S1254,17,Male,2.5,3.7,1.2,Yes,78.6,7.8,Good,6,Bachelor,Average,9,No,78.8,2025-06-10T22:25:08Z
S1255,19,Female,4.9,2.8,1.6,No,84.6,5.2,Good,4,High School,Average,7,No,85,2025-06-10T22:25:08Z
S1256,23,Female,3.6,3.2,2.7,No,90.6,5.7,Good,0,Bachelor,Good,6,No,64.5,2025-06-10T22:25:08Z
S1257,22,Female,3.9,2.9,2,No,79.1,7.6,Fair,3,Master,Good,7,No,71,2025-06-10T22:25:08Z
S1258,24,Female,5.8,3,0.4,No,66.5,3.2,Fair,2,High School,Average,8,No,90.8,2025-06-10T22:25:08Z
S1259,19,Female,4.3,0.9,1.2,No,80.7,6.3,Fair,4,Master,Good,1,No,72.6,2025-06-10T22:25:08Z
S1260,17,Male,4.3,3.8,1.1,No,95.3,4.8,Fair,1,High School,Average,8,No,70.9,2025-06-10T22:25:08Z
S1261,22,Male,5.1,3.9,1.7,Yes,81.6,5.9,Fair,0,,Poor,3,Yes,65.1,2025-06-10T22:25:08Z
S1262,21,Male,3,2.2,2.3,No,76.5,6.1,Poor,2,Master,Average,3,No,49.1,2025-06-10T22:25:08Z
S1263,17,Female,2.2,2.4,2.3,Yes,94.3,6.1,Poor,5,Bachelor,Average,6,No,62.7,2025-06-10T22:25:08Z
S1264,19,Male,1.9,0.7,0,No,81.7,5.8,Good,1,Master,Poor,4,No,51.5,2025-06-10T22:25:08Z
S1265,18,Female,0.6,3.1,3,No,79.9,5.2,Good,1,Bachelor,Good,4,No,18.4,2025-06-10T22:25:08Z
S1266,20,Female,6.6,3.2,2.1,No,86.5,9.3,Fair,5,Master,Average,4,Yes,100,2025-06-10T22:25:08Z
S1267,24,Female,1.8,2.4,3.3,Yes,92.7,8.7,Fair,3,Bachelor,Good,10,No,53.3,2025-06-10T22:25:08Z
S1268,23,Male,3.2,3.8,2.3,No,100,5.1,Fair,3,Bachelor,Poor,9,No,76.1,2025-06-10T22:25:08Z
S1269,19,Female,3.1,2.1,3,No,93.3,8.4,Good,4,Bachelor,Average,8,No,85.6,2025-06-10T22:25:08Z
S1270,22,Male,4,3.2,2.3,Yes,96.6,6,Good,4,High School,Good,3,Yes,63,2025-06-10T22:25:08Z
S1271,24,Female,4.7,1.3,3.3,Yes,79.9,6.7,Good,1,Master,Good,1,No,73.6,2025-06-10T22:25:08Z
S1272,24,Male,4.8,2.5,2.4,Yes,74.7,6.4,Good,6,High School,Good,1,No,76.2,2025-06-10T22:25:08Z
S1273,24,Male,2.6,2.3,1.7,No,85.6,5.7,Fair,1,Bachelor,Good,1,Yes,45.5,2025-06-10T22:25:08Z
S1274,17,Female,3.2,2.8,4.3,No,86.1,7.7,Fair,4,High School,Average,4,Yes,58.6,2025-06-10T22:25:08Z
S1275,20,Male,3.9,2.1,2.8,No,74.2,6.7,Fair,5,Bachelor,Average,6,No,77.8,2025-06-10T22:25:08Z
S1276,17,Male,3.1,2.3,2.4,Yes,83.2,5.9,Fair,4,High School,Good,4,Yes,61.5,2025-06-10T22:25:08Z
S1277,22,Female,5.9,3.5,0.4,No,89,4.9,Good,1,,Good,3,No,71.4,2025-06-10T22:25:08Z
S1278,17,Female,4.2,2,0.4,No,88.6,5.4,Fair,2,Master,Good,8,Yes,93.9,2025-06-10T22:25:08Z
S1279,18,Female,4.6,0.6,2.1,No,90,4.5,Poor,1,High School,Good,8,No,85.9,2025-06-10T22:25:08Z
S1280,20,Female,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,2025-06-10T22:25:08Z
S1281,20,Female,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,2025-06-10T22:25:08Z
S1282,22,Male,3.8,0.9,2,Yes,79.9,6.2,Fair,1,,Good,10,No,79.7,2025-06-10T22:25:08Z
S1283,23,Male,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,2025-06-10T22:25:08Z
S1284,18,Male,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,2025-06-10T22:25:08Z
S1285,19,Female,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,,Poor,6,Yes,60.6,2025-06-10T22:25:08Z
S1286,17,Female,2.7,2.9,1.7,No,82.8,6.4,Fair,4,Master,Average,1,No,46.6,2025-06-10T22:25:08Z
S1287,21,Male,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2025-06-10T22:25:08Z
S1288,17,Male,5.4,1.6,1.4,No,100,7.1,Fair,3,High School,Average,5,No,95.5,2025-06-10T22:25:08Z
S1289,24,Female,3.5,1.7,1.3,No,74.3,6.1,Good,1,High School,Good,7,Yes,73.5,2025-06-10T22:25:08Z
S1290,17,Male,4,1.4,1.3,No,80.7,4.8,Fair,2,,Poor,8,No,75.9,2025-06-10T22:25:08Z
S1291,19,Female,6.1,1.5,0.4,No,89.2,7,Poor,1,Bachelor,Average,9,No,100,2025-06-10T22:25:08Z
S1292,17,Female,3.9,2.4,1.7,Yes,91,7.5,Good,4,Master,Average,6,Yes,74.2,2025-06-10T22:25:08Z
S1293,18,Female,7.4,1.6,1.2,No,94.6,5.7,Fair,5,Bachelor,Good,10,Yes,100,2025-06-10T22:25:08Z
S1294,18,Male,4.3,3.3,0,No,100,6.8,Fair,6,High School,Average,9,No,94.9,2025-06-10T22:25:08Z
S1295,20,Female,0.9,4.3,4.1,No,90.1,6.1,Good,6,High School,Average,4,No,27.6,2025-06-10T22:25:08Z
S1296,22,Female,4.6,1.8,3,No,74.4,6.3,Fair,6,High School,Average,8,No,86.2,2025-06-10T22:25:08Z
S1297,23,Female,4.1,2.8,1.4,No,82.4,3.5,Good,2,Master,Average,3,No,60.1,2025-06-10T22:25:08Z
S1298,21,Female,5.4,3.1,1.8,No,88.1,6.2,Poor,3,High School,Average,4,Yes,91.3,2025-06-10T22:25:08Z
S1299,24,Female,4.5,3.1,0.5,No,100,7.7,Fair,3,Bachelor,Average,10,No,93.8,2025-06-10T22:25:08Z
S1300,17,Female,3.3,2.6,3.7,No,71,5.7,Poor,6,High School,Good,4,Yes,61.6,2025-06-10T22:25:08Z
S1301,17,Male,1.7,3.4,3.9,Yes,97,6.6,Good,3,High School,Average,6,No,41.7,2025-06-10T22:25:08Z
S1302,19,Female,3.2,3.1,2,No,86.8,5.6,Fair,5,High School,Poor,9,No,74.5,2025-06-10T22:25:08Z
S1303,22,Female,2.2,1,2.9,No,93.4,6.9,Good,6,,Good,6,No,63.7,2025-06-10T22:25:08Z
S1304,18,Male,2.6,3.5,2,No,84,6.2,Good,0,Bachelor,Average,1,No,39.6,2025-06-10T22:25:08Z
S1305,21,Female,4.4,3.6,0.3,No,76.6,5.4,Fair,2,High School,Good,5,Yes,87.5,2025-06-10T22:25:08Z
S1306,20,Female,6,1.6,1.3,No,92.5,8.1,Fair,5,Bachelor,Average,9,No,100,2025-06-10T22:25:08Z
S1307,18,Female,4.1,2.5,1.9,Yes,91.5,7.6,Fair,2,,Good,5,No,75.4,2025-06-10T22:25:08Z
S1308,24,Male,1.7,3.3,1.3,No,94.7,5.8,Fair,6,Master,Good,6,Yes,61.5,2025-06-10T22:25:08Z
S1309,22,Male,4.2,2.2,1.6,No,84.9,7.1,Fair,5,High School,Good,3,Yes,73.3,2025-06-10T22:25:08Z
S1310,24,Other,5.3,3.8,1.7,No,79,7.1,Good,6,Master,Average,8,No,96.3,2025-06-10T22:25:08Z
S1311,23,Female,2.6,5.3,1.7,Yes,69.4,7.3,Good,5,Bachelor,Average,10,No,67,2025-06-10T22:25:08Z
S1312,20,Male,3.3,1.6,1.9,No,93.2,4.5,Good,6,Master,Average,4,No,70.1,2025-06-10T22:25:08Z
S1313,23,Female,3.5,0.8,0.6,No,89.2,7.7,Good,0,High School,Good,4,No,84.2,2025-06-10T22:25:08Z
S1314,19,Female,2.3,2.9,1,No,75.3,5.8,Good,2,Bachelor,Good,5,Yes,48.9,2025-06-10T22:25:08Z
S1315,24,Female,4.5,3.4,0.4,No,79.6,6.1,Fair,5,High School,Poor,10,No,98.8,2025-06-10T22:25:08Z
S1316,19,Female,3.3,2.2,2.9,Yes,80.3,9.7,Good,0,High School,Poor,9,No,76.1,2025-06-10T22:25:08Z
S1317,17,Male,4.1,4.2,0,No,70.2,6.9,Good,1,High School,Average,8,Yes,80.4,2025-06-10T22:25:08Z
S1318,23,Male,2.2,0.9,3.1,No,76.8,6,Fair,6,High School,Poor,7,No,64.1,2025-06-10T22:25:08Z
S1319,22,Male,2.8,3.3,3.3,No,73.7,3.9,Good,4,Master,Average,5,Yes,59.4,2025-06-10T22:25:08Z
S1320,24,Female,4.6,1.8,1.5,No,80.9,8.2,Fair,5,,Poor,9,Yes,94.2,2025-06-10T22:25:08Z
S1321,21,Male,2.9,4.6,0,Yes,77.6,4.9,Good,3,Bachelor,Good,9,Yes,67.8,2025-06-10T22:25:08Z
S1322,20,Male,6.1,4.9,1.4,No,68.7,5.3,Good,0,Bachelor,Good,10,No,96.1,2025-06-10T22:25:08Z
S1323,18,Male,2.9,1.6,1.7,No,100,6.1,Good,0,Bachelor,Good,10,No,70.2,2025-06-10T22:25:08Z
S1324,22,Female,3.8,1.8,0.7,No,97.5,8.2,Fair,5,Bachelor,Average,2,No,84.2,2025-06-10T22:25:08Z
S1325,22,Female,4.9,3.5,1.2,No,77.2,7.4,Good,0,High School,Good,4,No,75.4,2025-06-10T22:25:08Z
S1326,19,Male,1.4,2,3.5,No,87.7,6.3,Fair,1,Bachelor,Good,8,No,41.7,2025-06-10T22:25:08Z
S1327,23,Male,0.9,2.4,2.5,No,89.2,6.9,Fair,0,High School,Poor,1,No,23.1,2025-06-10T22:25:08Z
S1328,24,Female,1.2,2.5,0.8,Yes,96.9,5.8,Good,4,Master,Good,5,No,50.3,2025-06-10T22:25:08Z
S1329,24,Male,5.4,0.2,0,No,76.8,6.7,Fair,4,Bachelor,Average,8,No,100,2025-06-10T22:25:08Z
S1330,17,Male,2.7,2.5,1.4,No,95.9,6.6,Good,6,Master,Average,2,No,52.2,2025-06-10T22:25:08Z
S1331,17,Male,7.3,1.7,1.6,No,79.5,7.7,Fair,6,,Average,2,Yes,100,2025-06-10T22:25:08Z
S1332,20,Male,2.7,1.9,2.3,No,71.6,7.7,Fair,3,High School,Poor,8,No,71.2,2025-06-10T22:25:08Z
S1333,19,Male,3.8,4.2,1.2,No,92.2,7.1,Good,1,High School,Good,10,No,72.3,2025-06-10T22:25:08Z
S1334,22,Female,5.8,1,2.4,No,97.9,6.1,Fair,4,,Average,9,No,100,2025-06-10T22:25:08Z
S1335,24,Male,6.5,3.5,3.9,No,100,7.4,Poor,5,High School,Average,7,Yes,100,2025-06-10T22:25:08Z
S1336,21,Female,6.6,2.2,2.7,No,73,6.4,Good,2,Bachelor,Poor,8,Yes,100,2025-06-10T22:25:08Z
S1337,19,Male,5.3,2.2,1.7,No,92,5.2,Fair,2,High School,Good,5,No,93.1,2025-06-10T22:25:08Z
S1338,20,Female,5,3.4,1.6,Yes,80.9,6,Good,2,Bachelor,Average,1,Yes,67.7,2025-06-10T22:25:08Z
S1339,20,Female,4.4,2.9,1.4,No,92.8,6.6,Fair,6,Master,Good,4,Yes,77.9,2025-06-10T22:25:08Z
S1340,19,Male,4.7,3.2,3.1,Yes,70.3,7.6,Fair,5,Bachelor,Good,2,No,80.3,2025-06-10T22:25:08Z
S1341,20,Female,2.7,3.7,1.1,No,72.4,6.3,Fair,0,High School,Average,3,No,44.3,2025-06-10T22:25:08Z
S1342,19,Male,2.3,2.1,1.8,No,77.2,5,Fair,5,High School,Average,3,No,54.7,2025-06-10T22:25:08Z
S1343,18,Other,3.5,1.8,1.9,No,85.8,6.6,Fair,0,High School,Good,9,No,85,2025-06-10T22:25:08Z
S1344,19,Male,3.2,1.2,1.2,No,78.6,6.6,Fair,2,High School,Poor,10,Yes,81.7,2025-06-10T22:25:08Z
S1345,23,Male,2.8,1.5,0.3,No,91.6,6.7,Fair,3,Bachelor,Poor,4,No,71.6,2025-06-10T22:25:08Z
S1346,19,Male,4.5,6,2.2,Yes,95.3,7.6,Poor,3,High School,Good,2,Yes,73.7,2025-06-10T22:25:08Z
S1347,20,Other,4.9,4,1.7,No,91,7.7,Fair,0,Master,Average,3,No,77,2025-06-10T22:25:08Z
S1348,24,Female,3.6,0.9,2.4,No,100,5.8,Poor,2,Bachelor,Average,3,No,72.3,2025-06-10T22:25:08Z
S1349,23,Female,5.7,0.9,1.2,No,89.2,5.8,Poor,5,Bachelor,Average,7,No,100,2025-06-10T22:25:08Z
S1350,20,Male,1.8,3.1,3.1,No,72.8,5.3,Good,3,High School,Average,8,No,54,2025-06-10T22:25:08Z
S1351,17,Female,3.2,3.2,0.8,No,98.6,7.3,Good,0,High School,Good,6,No,70.4,2025-06-10T22:25:08Z
S1352,17,Male,2.4,3.2,3.7,No,78.9,8.2,Good,5,Bachelor,Good,4,Yes,47,2025-06-10T22:25:08Z
S1353,24,Female,0.7,2.2,0,No,94.1,6.1,Fair,2,High School,Good,6,No,48.7,2025-06-10T22:25:08Z
S1354,24,Male,3.4,2.3,2.3,No,100,6.2,Good,1,High School,Good,1,No,47.6,2025-06-10T22:25:08Z
S1355,23,Male,3.3,2.9,2.3,Yes,89.6,8.3,Good,2,High School,Average,10,No,81.1,2025-06-10T22:25:08Z
S1356,18,Male,5.8,2.6,0.9,Yes,70,7.1,Good,6,High School,Average,8,No,100,2025-06-10T22:25:08Z
S1357,24,Male,4.4,0,2.3,No,75.8,7,Fair,2,Bachelor,Average,1,No,81.9,2025-06-10T22:25:08Z
S1358,17,Female,2,2.2,3.2,No,98.2,5.1,Good,5,High School,Average,5,No,56.3,2025-06-10T22:25:08Z
S1359,19,Male,6.3,1.5,0,No,83.3,7.3,Good,5,Bachelor,Good,2,Yes,100,2025-06-10T22:25:08Z
S1360,20,Female,5.3,2.7,2.4,Yes,85.8,5.4,Good,4,High School,Good,6,No,81,2025-06-10T22:25:08Z
S1361,17,Male,4.4,6.1,0,No,92.6,5.1,Poor,4,Bachelor,Average,9,Yes,84.9,2025-06-10T22:25:08Z
S1362,17,Female,3.2,2.9,0.7,No,92,6.1,Fair,5,Master,Poor,5,No,67.9,2025-06-10T22:25:08Z
S1363,18,Male,2.1,2.1,3.6,No,87.8,5.8,Fair,5,Master,Poor,4,No,56.9,2025-06-10T22:25:08Z
S1364,23,Male,2.9,3.6,1.2,No,82.9,6.2,Fair,1,High School,Average,2,No,45.9,2025-06-10T22:25:08Z
S1365,23,Female,5.1,3.1,0.5,Yes,81.9,4.8,Good,1,,Poor,3,No,76,2025-06-10T22:25:08Z
S1366,22,Male,6.3,3,1.6,No,93.6,7.7,Poor,2,High School,Average,6,Yes,94.8,2025-06-10T22:25:08Z
S1367,18,Male,5.8,3.2,4.1,No,90.5,7.9,Poor,6,Bachelor,Good,8,No,99.3,2025-06-10T22:25:08Z
S1368,19,Female,2.8,5,0,Yes,82.4,4.2,Fair,3,Bachelor,Good,8,No,71,2025-06-10T22:25:08Z
S1369,23,Female,1.8,1.1,0.6,Yes,95.8,7.7,Poor,6,Bachelor,Average,5,No,70.9,2025-06-10T22:25:08Z
S1370,20,Male,3.7,3.1,3.4,Yes,83.7,5.5,Fair,1,High School,Average,5,Yes,59.8,2025-06-10T22:25:08Z
S1371,24,Male,0.8,1.4,3.8,Yes,76.5,7.5,Good,2,Bachelor,Average,10,No,36,2025-06-10T22:25:08Z
S1372,18,Female,4,3.2,1.7,No,77.4,6.4,Fair,6,High School,Good,3,No,68.4,2025-06-10T22:25:08Z
S1373,24,Male,3.3,1.4,0.4,No,75.2,6.5,Poor,0,Bachelor,Good,7,Yes,72.9,2025-06-10T22:25:08Z
S1374,17,Male,2.8,2,4.1,Yes,82.3,6.3,Fair,4,High School,Good,6,No,57.3,2025-06-10T22:25:08Z
S1375,20,Male,1.1,2.1,3.6,Yes,97.3,8,Fair,6,Bachelor,Average,1,Yes,50.3,2025-06-10T22:25:08Z
S1376,20,Female,4.3,3.7,2.5,No,76.9,5,Poor,3,,Good,4,No,65.7,2025-06-10T22:25:08Z
S1377,17,Female,2.7,3.6,0.9,No,86.9,7.2,Good,2,High School,Poor,6,Yes,67.9,2025-06-10T22:25:08Z
S1378,18,Male,1.7,1,1.7,No,78.4,7.8,Good,6,Bachelor,Good,6,No,63.6,2025-06-10T22:25:08Z
S1379,17,Male,0,2.6,1.6,No,82.4,7.4,Good,5,High School,Average,3,No,32.9,2025-06-10T22:25:08Z
S1380,24,Male,3.5,1.6,2.2,No,69.9,9.3,Good,0,Bachelor,Average,6,No,67.7,2025-06-10T22:25:08Z
S1381,22,Female,6.2,1,3.4,No,82.8,5.9,Poor,4,Bachelor,Good,10,No,100,2025-06-10T22:25:08Z
S1382,20,Male,6,2.2,2.8,Yes,83.1,7.6,Good,0,Bachelor,Average,6,No,96.8,2025-06-10T22:25:08Z
S1383,21,Male,2.8,2.1,0.6,No,90.4,6.4,Good,2,High School,Poor,9,Yes,71,2025-06-10T22:25:08Z
S1384,21,Female,2.6,5.4,3.3,No,87.2,8,Good,1,High School,Poor,9,No,59.8,2025-06-10T22:25:08Z
S1385,24,Male,4.2,3,2.1,No,73,6.5,Poor,4,Bachelor,Poor,2,No,64.2,2025-06-10T22:25:08Z
S1386,19,Female,2,0.8,2.6,No,95.8,6,Good,0,High School,Poor,4,No,45.2,2025-06-10T22:25:08Z
S1387,23,Male,4,1.8,3.4,No,87.1,8.1,Good,1,Bachelor,Poor,9,Yes,82.9,2025-06-10T22:25:08Z
S1388,17,Male,4.6,3.7,0.6,No,87,5.9,Good,3,High School,Average,4,Yes,73.2,2025-06-10T22:25:08Z
S1389,17,Male,5.3,5,1.8,No,84.9,4.8,Poor,2,High School,Average,8,No,79.6,2025-06-10T22:25:08Z
S1390,19,Female,3.3,0.6,1.2,Yes,79.8,5.9,Good,2,High School,Good,10,No,73,2025-06-10T22:25:08Z
S1391,19,Female,3.2,0.2,0.1,Yes,87.2,7.2,Good,4,,Average,3,No,72.6,2025-06-10T22:25:08Z
S1392,24,Female,2.2,4.7,2.2,No,89.8,8.2,Good,0,High School,Poor,3,No,45.2,2025-06-10T22:25:08Z
S1393,24,Male,2.3,3,4.6,No,67.5,6.6,Fair,3,Bachelor,Average,9,No,51.8,2025-06-10T22:25:08Z
S1394,19,Female,3.2,1.5,0,No,79.6,8.1,Good,5,Bachelor,Good,10,No,92,2025-06-10T22:25:08Z
S1395,20,Male,4.1,3.1,1.8,No,82.5,4.9,Fair,4,High School,Good,8,No,77.8,2025-06-10T22:25:08Z
S1396,24,Male,4.9,0,2.5,Yes,87.6,6,Fair,5,Master,Average,1,No,97.2,2025-06-10T22:25:08Z
